vendor_id,vendor_name,industry,country,region_risk,annual_spend_usd,contract_value_usd,relationship_years,data_access_level,business_criticality,financial_health_score,security_certification,compliance_incidents_3yr,sla_breach_count_1yr,on_time_delivery_rate,subcontractor_use,insurance_adequate,sanctions_screening,last_assessment_days_ago,risk_tier,predicted_tier,risk_score_0_100,p_low,p_medium,p_high
VEN20391,Crestview Networks,Cloud/SaaS,India,Medium,117800.0,312900.0,3.0,Limited,Medium,67.1,Not Certified,0,1,0.913,No,Yes,Clear,265,Medium,Medium,48.9,0.2142,0.594,0.1918
VEN20392,Vertex Dynamics 2,Staffing,Germany,Low,100000.0,254900.0,3.0,Full,Low,88.0,SOC2,0,0,0.939,No,Yes,Clear,5,Low,Low,12.4,0.7792,0.1931,0.0276
VEN20393,Apex Dynamics 2,Marketing & Media,Canada,Low,52100.0,124400.0,2.2,No Access,Medium,79.5,Both,1,1,1.0,No,Yes,Clear,92,Low,Low,11.8,0.8041,0.1551,0.0408
VEN20394,Apex Consulting,Payment Processing,South Africa,Medium,216200.0,419500.0,4.1,No Access,High,,Both,0,0,0.906,No,Yes,Clear,13,Low,Low,41.7,0.4198,0.326,0.2542
VEN20395,Union Group 2,Staffing,Ireland,Low,282200.0,155300.0,0.2,No Access,Low,88.5,Not Certified,1,0,1.0,No,Yes,Clear,99,Low,Low,6.7,0.8788,0.1094,0.0118
VEN20396,Fulcrum Systems 3,Manufacturing,Mexico,Medium,40300.0,97800.0,0.2,No Access,Low,,Both,0,0,0.916,No,Yes,Clear,81,Low,Low,18.9,0.69,0.2429,0.0671
VEN20397,Atlas Partners,IT Services,United States,Low,43100.0,74400.0,0.7,No Access,High,64.8,Not Certified,0,0,0.907,Yes,Yes,Clear,70,Medium,Medium,45.7,0.2425,0.6015,0.1561
VEN20398,Momentum Networks,Payment Processing,Germany,Low,22900.0,34100.0,4.2,Full,Medium,49.2,SOC2,0,1,0.839,No,Yes,Clear,263,Medium,Medium,38.2,0.3289,0.579,0.0922
VEN20399,Northgate Systems 2,Marketing & Media,United States,Low,50600.0,92100.0,6.4,Full,Low,64.2,Not Certified,1,0,0.889,No,No,Clear,808,High,Medium,46.0,0.2575,0.5652,0.1774
VEN20400,Ironwood Systems,Facilities & Maintenance,Germany,Low,43100.0,97500.0,12.1,Full,Low,80.6,Both,0,0,0.835,Yes,No,Clear,173,Medium,Medium,39.4,0.2553,0.7013,0.0434
VEN20401,Trailhead Networks,Marketing & Media,Philippines,Medium,699900.0,1983400.0,3.5,Limited,Low,68.6,Not Certified,0,0,0.906,Yes,Yes,Clear,81,Low,Low,19.7,0.6452,0.3161,0.0387
VEN20402,Zenith Holdings,Manufacturing,Germany,Low,348600.0,520000.0,3.4,Full,Low,96.8,Both,0,2,0.982,No,Yes,Clear,138,Low,Low,13.1,0.7849,0.1677,0.0474
VEN20403,Cascade Global,Logistics,Poland,Medium,14700.0,18800.0,7.2,Limited,Low,75.6,SOC2,0,0,0.936,No,Yes,Clear,703,Low,Low,25.6,0.5544,0.3797,0.0659
VEN20404,Silverline Consulting 2,Facilities & Maintenance,United States,Low,176600.0,554400.0,1.4,No Access,Medium,74.7,ISO27001,0,1,0.904,Yes,Yes,Clear,175,Medium,Medium,29.8,0.4538,0.4959,0.0503
VEN20405,Outpost Dynamics,Financial Services,Germany,Low,54100.0,147300.0,1.3,Limited,Medium,77.6,Not Certified,1,2,0.878,No,Yes,Clear,12,High,High,67.8,0.2277,0.1894,0.5829
VEN20406,Lighthouse Group 2,Marketing & Media,Ireland,Low,9400.0,27400.0,12.8,No Access,Low,59.5,SOC2,0,1,0.899,No,Yes,Clear,656,Low,Low,20.0,0.6493,0.3006,0.0501
VEN20407,Clearway Global,Consulting,India,Medium,96100.0,198400.0,3.1,Limited,Low,70.2,SOC2,0,2,0.853,No,Yes,Clear,238,Medium,Medium,32.0,0.4394,0.4809,0.0797
VEN20408,Momentum Systems,Payment Processing,Canada,Low,32300.0,38000.0,3.8,Full,Medium,62.6,Not Certified,0,0,0.864,No,Yes,Flagged,367,High,High,84.7,0.0823,0.142,0.7757
VEN20409,Atlas Co. 2,Manufacturing,Poland,Medium,102300.0,341200.0,6.3,No Access,Low,38.8,ISO27001,0,2,1.0,Yes,Yes,Clear,51,Low,Low,16.3,0.7251,0.2237,0.0513
VEN20410,Meridian Enterprises 3,Manufacturing,China,High,131100.0,428900.0,4.6,No Access,Medium,46.8,Not Certified,0,0,0.954,Yes,Yes,Clear,108,High,Medium,56.8,0.1935,0.4778,0.3287
VEN20411,Clearway Technologies 2,Consulting,Brazil,Medium,33400.0,60300.0,7.9,Full,Medium,82.3,Not Certified,1,0,0.885,Yes,Yes,Clear,414,High,High,75.3,0.1431,0.2085,0.6484
VEN20412,Bridgeline Co.,Manufacturing,United States,Low,408000.0,1065700.0,8.6,Limited,Medium,65.7,ISO27001,0,1,0.98,No,Yes,Clear,322,Low,Low,18.2,0.6995,0.2368,0.0638
VEN20413,Silverline Enterprises 2,Staffing,Australia,Low,83700.0,263900.0,3.0,No Access,Medium,70.2,Not Certified,1,0,1.0,No,Yes,Clear,101,Low,Low,15.0,0.7317,0.2367,0.0316
VEN20414,Horizon Dynamics 2,IT Services,Germany,Low,28600.0,121900.0,6.9,No Access,Low,51.1,Both,0,0,0.902,No,Yes,Clear,239,Low,Low,11.8,0.7935,0.176,0.0305
VEN20415,Outpost Group 2,Financial Services,India,Medium,10600.0,34400.0,0.2,No Access,Medium,63.6,SOC2,0,1,0.933,Yes,Yes,Clear,96,Low,Low,34.8,0.4849,0.3346,0.1805
VEN20416,Northgate Systems 3,Financial Services,United States,Low,953900.0,2604500.0,7.3,Full,Medium,83.0,Both,0,0,0.865,No,Yes,Clear,394,Low,Low,19.8,0.704,0.1966,0.0994
VEN20417,Apex Industries,Staffing,Philippines,Medium,28000.0,59300.0,11.2,Limited,Medium,73.3,Both,0,1,0.844,Yes,Yes,Clear,184,Medium,Medium,47.7,0.2245,0.597,0.1785
VEN20418,Keystone Logistics 2,Payment Processing,Ireland,Low,76900.0,148400.0,6.0,Full,Low,64.6,ISO27001,0,2,1.0,Yes,Yes,Clear,46,Low,Low,14.6,0.7453,0.218,0.0367
VEN20419,Redwood Systems 2,Cloud/SaaS,Nigeria,High,99300.0,223000.0,0.5,Limited,High,93.5,Both,0,0,1.0,No,Yes,Clear,387,Low,Low,27.8,0.6291,0.1862,0.1847
VEN20420,Bridgeline Solutions 2,Facilities & Maintenance,United States,Low,200900.0,355300.0,5.6,Full,Low,71.1,Not Certified,0,1,0.896,No,Yes,Clear,201,Medium,Medium,31.7,0.4166,0.5333,0.0501
VEN20421,Summit Group,Facilities & Maintenance,Ireland,Low,14700.0,41200.0,0.3,Full,Medium,67.0,SOC2,1,0,0.842,No,Yes,Clear,154,Low,Low,21.4,0.6687,0.2345,0.0968
VEN20422,Union Enterprises 3,Cloud/SaaS,Australia,Low,8000.0,19300.0,2.9,Limited,Medium,88.1,Not Certified,0,0,1.0,No,Yes,Clear,52,Low,Low,14.9,0.7592,0.1828,0.058
VEN20423,Apex Logistics 2,Payment Processing,Brazil,Medium,80200.0,169600.0,5.2,Full,Medium,47.4,ISO27001,0,0,1.0,No,Yes,Clear,96,Medium,Low,38.6,0.4118,0.405,0.1832
VEN20424,Summit Partners 2,Facilities & Maintenance,Philippines,Medium,12400.0,18600.0,7.6,No Access,Low,79.7,Both,0,0,0.969,Yes,No,Clear,287,Medium,Medium,38.7,0.2819,0.6625,0.0556
VEN20425,Clearway Global 2,Consulting,Canada,Low,50900.0,121800.0,9.1,No Access,High,56.2,Both,0,1,1.0,No,Yes,Clear,32,Low,Low,33.0,0.5558,0.2287,0.2155
VEN20426,Bridgeline Industries 3,Cloud/SaaS,United Kingdom,Low,781100.0,1592200.0,3.9,Limited,Low,60.8,SOC2,0,0,0.92,Yes,Yes,Clear,58,Low,Low,13.5,0.7598,0.2106,0.0296
VEN20427,Brightline Consulting 2,Financial Services,Philippines,Medium,35200.0,92100.0,0.2,No Access,Low,62.3,Both,0,0,0.957,No,No,Flagged,217,High,High,76.2,0.1865,0.1028,0.7106
VEN20428,Clearway Labs,Logistics,Ireland,Low,154600.0,240400.0,0.6,Limited,Medium,73.7,SOC2,1,2,0.987,No,Yes,Clear,739,Medium,Low,26.8,0.5956,0.2729,0.1315
VEN20429,Horizon Technologies 2,Marketing & Media,United Kingdom,Low,19200.0,54600.0,2.8,Limited,Medium,73.4,SOC2,0,0,0.921,No,Yes,Clear,422,Low,Low,20.6,0.6566,0.2741,0.0693
VEN20430,Summit Co.,Facilities & Maintenance,China,High,2285900.0,5067800.0,2.0,Full,Low,76.2,ISO27001,0,0,0.969,No,Yes,Clear,514,Low,Low,25.5,0.6505,0.1886,0.1609
VEN20431,Brightline Consulting 3,Financial Services,South Africa,Medium,45200.0,173300.0,4.4,Full,Low,74.9,Both,1,0,0.926,No,Yes,Clear,212,Low,Low,26.7,0.5491,0.3672,0.0836
VEN20432,Trailhead Partners 2,Logistics,Germany,Low,111600.0,190200.0,1.5,No Access,High,91.7,Not Certified,0,1,0.967,Yes,Yes,Clear,521,Medium,Low,32.4,0.5088,0.3351,0.1561
VEN20433,Clearway Consulting,Financial Services,India,Medium,59500.0,230800.0,6.1,Full,Low,95.8,SOC2,0,0,0.95,No,No,Clear,402,Medium,Medium,37.4,0.3233,0.6048,0.0719
VEN20434,Ironwood Consulting 2,Manufacturing,China,High,34400.0,159200.0,7.5,Limited,Low,81.9,SOC2,0,2,0.821,Yes,Yes,Clear,96,Medium,Medium,44.5,0.1796,0.7512,0.0692
VEN20435,Pinnacle Consulting 2,Payment Processing,Canada,Low,243600.0,560200.0,8.1,Limited,Low,82.6,Not Certified,1,2,0.945,No,Yes,Clear,54,Medium,Low,26.1,0.5702,0.3378,0.092
VEN20436,Horizon Technologies 3,Financial Services,China,High,53300.0,210700.0,7.3,Limited,Medium,66.6,Not Certified,0,0,0.854,Yes,No,Clear,110,High,High,85.9,0.0507,0.1801,0.7692
VEN20437,Cascade Technologies 3,Financial Services,China,High,23800.0,77100.0,6.9,Full,Medium,56.4,Both,0,1,0.889,No,Yes,Clear,159,High,High,77.8,0.121,0.2026,0.6764
VEN20438,Waypoint Global,Cloud/SaaS,Philippines,Medium,37100.0,50900.0,0.8,No Access,Medium,80.3,Both,0,0,0.84,No,Yes,Clear,666,Low,Low,23.7,0.6453,0.2356,0.1192
VEN20439,Momentum Technologies 4,Cloud/SaaS,Poland,Medium,48400.0,91800.0,0.5,No Access,Low,72.4,SOC2,0,0,0.989,Yes,Yes,Clear,96,Low,Low,12.9,0.7769,0.1888,0.0343
VEN20440,Keystone Dynamics 3,Consulting,Poland,Medium,76900.0,242600.0,5.0,Full,Low,84.0,Not Certified,0,1,0.92,No,Yes,Clear,138,Low,Low,22.1,0.6172,0.3241,0.0588
VEN20441,Ironwood Group,Logistics,India,Medium,80500.0,209000.0,4.8,Limited,Medium,46.2,Both,1,0,0.917,Yes,Yes,Clear,165,Medium,Medium,49.3,0.1838,0.6468,0.1694
VEN20442,Clearway Group 2,Payment Processing,India,Medium,26400.0,80600.0,22.0,Limited,High,100.0,SOC2,0,0,1.0,No,Yes,Clear,85,Low,Low,36.8,0.4623,0.3402,0.1975
VEN20443,Outpost Enterprises,Facilities & Maintenance,Canada,Low,37500.0,101200.0,6.0,No Access,Medium,54.0,Not Certified,1,0,0.982,Yes,Yes,Clear,585,Medium,Low,41.2,0.4187,0.3392,0.2421
VEN20444,Vertex Co.,Consulting,India,Medium,762000.0,2685000.0,1.8,No Access,Low,72.4,ISO27001,0,0,0.927,No,No,Clear,527,Low,Low,16.3,0.7452,0.1836,0.0712
VEN20445,Lighthouse Solutions,Cloud/SaaS,Poland,Medium,49900.0,108400.0,1.1,Limited,Low,85.9,ISO27001,0,2,0.815,No,Yes,Clear,5,Medium,Medium,35.5,0.3421,0.605,0.0529
VEN20446,Crestview Logistics 3,Consulting,Australia,Low,328900.0,500500.0,7.1,Limited,Low,52.4,ISO27001,0,0,0.979,No,No,Clear,94,Medium,Medium,33.2,0.3619,0.6116,0.0266
VEN20447,Waypoint Consulting 3,Staffing,Poland,Medium,40000.0,73300.0,2.3,Limited,Medium,64.1,SOC2,0,0,0.924,No,Yes,Clear,717,Medium,Medium,44.4,0.3382,0.4357,0.2261
VEN20448,Union Industries,Facilities & Maintenance,Japan,Low,101100.0,236600.0,3.8,Limited,Low,43.5,Not Certified,1,1,0.918,Yes,Yes,Clear,91,Medium,Medium,38.4,0.3043,0.6242,0.0714
VEN20449,Union Partners 4,Marketing & Media,Brazil,Medium,32000.0,52600.0,1.3,Limited,Medium,51.8,Not Certified,0,1,0.984,Yes,Yes,Clear,183,High,High,72.2,0.1624,0.232,0.6057
VEN20450,Northgate Consulting 2,Staffing,Philippines,Medium,8000.0,18700.0,0.9,No Access,Low,44.6,ISO27001,0,1,0.902,Yes,No,Clear,51,Medium,Medium,42.4,0.251,0.6503,0.0987
VEN20451,Nova Networks,Manufacturing,United States,Low,34500.0,75700.0,8.8,Limited,Low,73.4,SOC2,0,2,0.935,No,Yes,Clear,102,Low,Low,11.6,0.7851,0.1985,0.0164
VEN20452,Crestview Partners,Marketing & Media,Philippines,Medium,183000.0,386200.0,5.9,No Access,Medium,76.1,ISO27001,0,2,0.993,No,Yes,Clear,104,Low,Low,14.9,0.7502,0.2009,0.049
VEN20453,Horizon Labs,Cloud/SaaS,United Kingdom,Low,287700.0,668900.0,7.4,Limited,Medium,67.5,Both,0,0,0.974,No,No,Clear,408,Medium,Medium,38.4,0.3005,0.6313,0.0682
VEN20454,Waypoint Enterprises 3,IT Services,United States,Low,229100.0,469400.0,3.2,Limited,Low,89.8,Both,1,0,0.903,No,Yes,Clear,268,Low,Low,17.4,0.6798,0.2933,0.0269
VEN20455,Silverline Enterprises 3,Marketing & Media,United States,Low,34100.0,107200.0,7.4,Limited,Low,91.6,Not Certified,1,1,1.0,Yes,Yes,Clear,49,Medium,Medium,35.4,0.3309,0.6307,0.0385
VEN20456,Horizon Consulting,Financial Services,United Kingdom,Low,44200.0,107700.0,0.7,Limited,Low,71.9,ISO27001,1,1,1.0,Yes,Yes,Clear,17,Low,Low,15.1,0.7461,0.2055,0.0484
VEN20457,Redwood Networks 2,Payment Processing,India,Medium,16900.0,50200.0,0.3,Full,Low,68.9,Not Certified,0,2,1.0,No,Yes,Clear,209,Medium,Low,26.6,0.5822,0.3042,0.1136
VEN20458,Crestview Co. 2,Logistics,United Kingdom,Low,88800.0,107800.0,2.2,Full,Medium,68.1,Not Certified,1,0,0.937,No,No,Clear,182,Medium,Medium,48.0,0.3004,0.4386,0.261
VEN20459,Momentum Partners 2,Payment Processing,Canada,Low,166900.0,397100.0,1.0,No Access,Low,65.6,Not Certified,0,1,0.953,No,Yes,Clear,144,Low,Low,9.3,0.8311,0.1514,0.0175
VEN20460,Vertex Industries,Consulting,Philippines,Medium,83500.0,165200.0,3.4,Limited,Medium,90.4,SOC2,1,0,1.0,No,Yes,Clear,428,Low,Low,25.7,0.632,0.2212,0.1468
VEN20461,Ironwood Holdings 3,Payment Processing,Germany,Low,26800.0,21600.0,15.8,Limited,Medium,75.3,Not Certified,0,4,0.966,Yes,Yes,Clear,229,High,Medium,37.8,0.4145,0.4149,0.1706
VEN20462,Zenith Solutions,Consulting,China,High,102300.0,407100.0,2.2,No Access,Medium,67.3,Not Certified,0,0,0.948,No,Yes,Clear,45,Medium,Medium,47.1,0.1979,0.6632,0.1389
VEN20463,Waypoint Partners,Cloud/SaaS,United Kingdom,Low,71700.0,93800.0,6.2,Limited,Low,68.8,Both,0,0,0.934,No,Yes,Clear,232,Low,Low,13.7,0.752,0.2228,0.0251
VEN20464,Clearway Networks,Cloud/SaaS,Poland,Medium,112400.0,338300.0,0.3,Full,Low,79.7,Not Certified,0,1,0.922,No,Yes,Clear,1001,High,Low,32.2,0.4834,0.3886,0.128
VEN20465,Waypoint Partners 2,Cloud/SaaS,Germany,Low,51800.0,153000.0,2.4,Full,Medium,66.4,SOC2,0,1,0.901,No,Yes,Clear,135,Low,Low,27.4,0.5545,0.3438,0.1018
VEN20466,Pinnacle Industries 2,Manufacturing,South Africa,Medium,81500.0,267000.0,0.6,No Access,Medium,76.4,SOC2,0,2,0.901,Yes,Yes,Clear,321,Low,Low,21.5,0.667,0.2358,0.0972
VEN20467,Horizon Solutions 2,IT Services,Mexico,Medium,27700.0,55600.0,0.7,No Access,Low,71.5,Not Certified,1,0,0.964,No,Yes,Clear,120,Low,Low,19.2,0.6838,0.2488,0.0674
VEN20468,Meridian Dynamics 3,Cloud/SaaS,Poland,Medium,24200.0,12100.0,4.9,Limited,Low,91.1,Not Certified,2,0,0.922,No,Yes,Clear,305,Medium,Medium,41.0,0.2645,0.6506,0.0849
VEN20469,Keystone Logistics 3,IT Services,United States,Low,8000.0,22900.0,9.5,Full,Medium,88.4,ISO27001,0,0,0.855,No,Yes,Clear,79,Low,Low,13.4,0.7955,0.1418,0.0628
VEN20470,Zenith Labs 4,Consulting,Philippines,Medium,83000.0,188900.0,10.5,No Access,Low,52.0,SOC2,0,0,0.943,No,Yes,Clear,236,Low,Low,20.4,0.644,0.3046,0.0514
VEN20471,Summit Industries 2,Manufacturing,Germany,Low,78200.0,225500.0,7.2,No Access,Medium,69.7,SOC2,0,0,1.0,Yes,Yes,Clear,288,Low,Low,11.8,0.807,0.15,0.043
VEN20472,Lighthouse Technologies 2,Facilities & Maintenance,Philippines,Medium,21100.0,47200.0,1.0,Limited,Low,82.0,Both,0,0,1.0,No,Yes,Clear,15,Low,Low,19.0,0.6819,0.2558,0.0622
VEN20473,Beacon Systems 2,Financial Services,South Africa,Medium,394600.0,1337300.0,5.6,Limited,Low,65.7,Not Certified,0,0,0.82,No,Yes,Clear,252,Low,Low,23.2,0.614,0.3077,0.0784
VEN20474,Bridgeline Enterprises 3,Staffing,United States,Low,271700.0,754000.0,3.1,Full,High,83.4,ISO27001,0,0,0.889,No,Yes,Clear,274,Low,Low,20.9,0.6772,0.2267,0.0961
VEN20475,Redwood Partners 5,Staffing,United States,Low,488300.0,1018100.0,0.4,No Access,Low,76.7,Not Certified,0,1,0.987,No,Yes,Clear,192,Low,Low,6.4,0.8841,0.1039,0.012
VEN20476,Meridian Industries 5,Manufacturing,Philippines,Medium,57700.0,246900.0,11.1,Limited,Low,80.4,SOC2,0,0,0.945,Yes,No,Clear,36,Low,Low,24.3,0.5848,0.344,0.0712
VEN20477,Brightline Partners 2,Financial Services,Russia,High,49200.0,93100.0,0.4,Full,Medium,71.1,ISO27001,1,1,0.944,Yes,Yes,Clear,87,High,High,65.6,0.144,0.4007,0.4553
VEN20478,Apex Industries 2,IT Services,China,High,97900.0,61200.0,0.2,Limited,Medium,76.3,Both,0,1,0.932,Yes,Yes,Clear,265,Medium,Medium,49.6,0.1731,0.6622,0.1647
VEN20479,Pinnacle Global 2,Logistics,Japan,Low,197800.0,487000.0,0.2,Limited,Low,79.4,SOC2,1,0,0.944,No,Yes,Clear,36,Low,Low,9.2,0.844,0.1284,0.0277
VEN20480,Zenith Holdings 2,Cloud/SaaS,Brazil,Medium,391400.0,1076700.0,4.8,No Access,Medium,51.3,ISO27001,0,0,0.879,Yes,Yes,Clear,30,Medium,Medium,44.1,0.222,0.6733,0.1047
VEN20481,Apex Co. 4,Logistics,United States,Low,21900.0,61800.0,3.1,Full,Low,59.1,SOC2,0,0,1.0,No,Yes,Clear,22,Low,Low,16.9,0.7044,0.2536,0.0421
VEN20482,Crestview Group,Logistics,United States,Low,55300.0,107400.0,2.3,Limited,Medium,57.7,Not Certified,0,1,0.878,No,Yes,Clear,113,Medium,Medium,42.8,0.2726,0.599,0.1284
VEN20483,Union Enterprises 4,Facilities & Maintenance,India,Medium,8000.0,18900.0,9.9,Limited,Low,95.8,Not Certified,0,1,0.932,Yes,Yes,Clear,23,Low,Low,21.1,0.629,0.3202,0.0509
VEN20484,Crestview Solutions,Logistics,India,Medium,49700.0,84600.0,2.5,Limited,Low,76.3,SOC2,0,0,1.0,Yes,Yes,Clear,109,Low,Low,20.6,0.6311,0.3249,0.044
VEN20485,Anchor Solutions,Logistics,Brazil,Medium,196700.0,401200.0,6.9,Full,Low,77.3,Both,0,1,1.0,No,Yes,Clear,11,Low,Low,16.8,0.7165,0.2302,0.0533
VEN20486,Summit Enterprises,Payment Processing,Canada,Low,151600.0,439700.0,0.2,Full,Low,74.5,Not Certified,2,1,0.94,No,Yes,Clear,77,Low,Low,24.7,0.5987,0.3092,0.0922
VEN20487,Trailhead Technologies,IT Services,Japan,Low,1074900.0,2103200.0,3.1,No Access,Medium,64.7,ISO27001,0,1,0.94,Yes,Yes,Clear,189,Low,Low,18.1,0.6974,0.2428,0.0598
VEN20488,Trailhead Global 2,IT Services,Venezuela,High,151500.0,445900.0,14.4,Limited,Medium,61.5,ISO27001,1,0,0.905,Yes,Yes,Clear,127,Medium,High,62.7,0.1963,0.3532,0.4504
VEN20489,Waypoint Group 3,IT Services,United Kingdom,Low,41500.0,90300.0,6.7,Limited,Medium,84.0,SOC2,1,0,0.91,No,Yes,Clear,347,Low,Low,22.4,0.6348,0.2819,0.0832
VEN20490,Zenith Consulting 2,Payment Processing,Ireland,Low,28200.0,68800.0,8.9,Full,High,66.8,ISO27001,0,2,0.926,No,No,Clear,203,High,High,74.6,0.16,0.1873,0.6527
VEN20491,Nova Group 4,Marketing & Media,Mexico,Medium,93100.0,196700.0,0.2,Full,Low,94.3,Not Certified,0,1,1.0,Yes,Yes,Clear,36,Medium,Medium,32.1,0.3903,0.5783,0.0314
VEN20492,Zenith Holdings 3,Staffing,Venezuela,High,474500.0,1557000.0,3.1,Limited,Medium,74.8,Not Certified,2,3,0.914,No,No,Clear,10,High,High,79.8,0.1144,0.1744,0.7112
VEN20493,Outpost Systems 4,Consulting,Canada,Low,15700.0,38600.0,5.3,Full,High,73.3,SOC2,0,1,0.974,No,Yes,Clear,27,Low,Low,19.6,0.72,0.1677,0.1123
VEN20494,Anchor Co. 2,Cloud/SaaS,Poland,Medium,22300.0,38900.0,6.7,Limited,Low,69.0,ISO27001,0,3,0.966,No,Yes,Clear,5,Low,Low,24.1,0.5815,0.3554,0.0631
VEN20495,Horizon Co. 2,Consulting,Ireland,Low,75300.0,185800.0,9.4,Limited,Low,71.0,Not Certified,1,0,0.965,No,Yes,Clear,42,Low,Low,25.6,0.5575,0.3729,0.0696
VEN20496,Silverline Networks,Cloud/SaaS,Ireland,Low,46000.0,152200.0,2.3,No Access,Medium,72.5,Not Certified,1,0,0.924,No,Yes,Clear,123,Medium,Medium,32.8,0.4036,0.5374,0.0589
VEN20497,Fulcrum Holdings 2,Financial Services,United Kingdom,Low,195400.0,503500.0,2.0,Limited,Medium,93.5,Both,0,1,0.985,No,Yes,Clear,57,Low,Low,13.1,0.7719,0.1943,0.0338
VEN20498,Nova Co.,Marketing & Media,Australia,Low,39800.0,60700.0,2.5,No Access,Medium,100.0,SOC2,0,1,0.95,Yes,Yes,Clear,246,Low,Low,14.1,0.7656,0.1871,0.0473
VEN20499,Summit Enterprises 2,Staffing,India,Medium,72400.0,127600.0,5.8,Limited,Medium,55.8,Both,0,0,0.947,No,Yes,Clear,34,Low,Low,37.8,0.4255,0.3926,0.182
VEN20500,Bridgeline Networks,Cloud/SaaS,Germany,Low,67700.0,104300.0,0.2,No Access,Low,75.7,Both,0,1,0.913,Yes,Yes,Clear,430,Low,Low,11.4,0.7934,0.1851,0.0215
VEN20501,Crestview Solutions 2,Financial Services,India,Medium,88500.0,304700.0,0.2,Limited,Low,82.0,Not Certified,1,0,0.812,Yes,Yes,Clear,175,Medium,Medium,36.1,0.416,0.4469,0.1371
VEN20502,Trailhead Systems,IT Services,Mexico,Medium,341200.0,854200.0,5.3,Limited,Low,59.4,SOC2,0,0,0.985,No,Yes,Clear,412,Low,Low,17.7,0.6804,0.2855,0.0341
VEN20503,Brightline Consulting 4,Logistics,South Africa,Medium,15000.0,45800.0,1.6,Limited,Medium,63.2,Both,0,3,0.986,No,Yes,Clear,396,Medium,Medium,46.4,0.2533,0.5657,0.181
VEN20504,Ironwood Dynamics 3,Consulting,India,Medium,9000.0,27100.0,1.1,Limited,Low,65.7,Not Certified,0,1,0.911,No,Yes,Clear,302,Low,Low,27.1,0.5488,0.3605,0.0908
VEN20505,Ironwood Dynamics 4,Payment Processing,Germany,Low,11900.0,24900.0,1.2,No Access,Low,38.2,Both,1,0,0.93,Yes,Yes,Clear,351,Low,Low,21.1,0.6565,0.2653,0.0782
VEN20506,Bridgeline Co. 2,Facilities & Maintenance,Russia,High,48700.0,157200.0,4.9,Limited,High,81.2,Both,0,1,0.958,No,No,Clear,680,High,High,82.8,0.089,0.1655,0.7455
VEN20507,Momentum Systems 2,Staffing,Canada,Low,78500.0,177400.0,2.9,Limited,Low,71.4,ISO27001,0,0,0.883,No,Yes,Clear,224,Low,Low,16.4,0.7119,0.2474,0.0407
VEN20508,Redwood Enterprises 2,Payment Processing,United States,Low,128400.0,334600.0,0.2,Limited,Low,70.8,SOC2,1,1,0.984,No,Yes,Clear,123,Low,Low,11.0,0.8031,0.1736,0.0233
VEN20509,Fulcrum Holdings 3,Logistics,China,High,99000.0,73200.0,2.0,Limited,Medium,73.3,ISO27001,0,0,0.984,Yes,Yes,Clear,705,Medium,Medium,54.8,0.143,0.6172,0.2398
VEN20510,Vertex Global,Consulting,United Kingdom,Low,79800.0,180600.0,2.1,No Access,Low,75.6,Not Certified,0,0,0.992,Yes,Yes,Clear,53,Low,Low,11.8,0.7768,0.2098,0.0135
VEN20511,Vertex Solutions 3,Manufacturing,United States,Low,8500.0,17100.0,2.5,Limited,Medium,100.0,SOC2,0,2,0.996,No,Yes,Clear,52,Low,Low,8.0,0.8663,0.1068,0.0269
VEN20512,Horizon Global 2,Cloud/SaaS,Germany,Low,31600.0,54400.0,5.1,No Access,Low,74.7,Not Certified,0,1,0.828,Yes,Yes,Clear,327,Medium,Medium,29.2,0.4444,0.5264,0.0291
VEN20513,Crestview Networks 2,Financial Services,Germany,Low,113400.0,282600.0,0.8,Full,Low,83.8,SOC2,1,0,0.973,No,Yes,Clear,271,Low,Low,10.6,0.8244,0.1384,0.0372
VEN20514,Outpost Industries,Facilities & Maintenance,Germany,Low,16000.0,21100.0,1.2,Limited,Medium,64.8,ISO27001,0,0,0.915,No,Yes,Clear,5,Low,Low,17.5,0.7243,0.2022,0.0735
VEN20515,Momentum Global 2,Marketing & Media,South Africa,Medium,38800.0,81800.0,1.1,No Access,Medium,77.1,Not Certified,0,0,1.0,No,Yes,Clear,445,Low,Low,20.6,0.7003,0.1879,0.1118
VEN20516,Brightline Partners 3,Marketing & Media,United Kingdom,Low,41100.0,20600.0,5.2,Limited,High,67.7,Both,0,0,1.0,No,Yes,Clear,251,Low,Low,16.0,0.7275,0.2245,0.0481
VEN20517,Lighthouse Enterprises,IT Services,United States,Low,121600.0,259500.0,2.6,No Access,Low,70.0,Not Certified,0,1,0.99,No,No,Clear,271,Low,Low,10.9,0.828,0.1258,0.0462
VEN20518,Apex Partners,Marketing & Media,Canada,Low,24400.0,42900.0,8.3,Full,Medium,59.4,Not Certified,1,1,0.937,Yes,Yes,Clear,69,High,High,70.4,0.2023,0.1883,0.6094
VEN20519,Nova Co. 2,Consulting,Nigeria,High,9600.0,35400.0,2.0,Full,Low,60.7,SOC2,0,0,1.0,Yes,Yes,Clear,92,Medium,Medium,41.8,0.2491,0.6654,0.0856
