vendor_id,vendor_name,industry,country,region_risk,annual_spend_usd,contract_value_usd,relationship_years,data_access_level,business_criticality,financial_health_score,security_certification,compliance_incidents_3yr,sla_breach_count_1yr,on_time_delivery_rate,subcontractor_use,insurance_adequate,sanctions_screening,last_assessment_days_ago,risk_tier
VEN20495,Horizon Co. 2,Consulting,Ireland,Low,75300.0,185800.0,9.4,Limited,Low,71.0,Not Certified,1,0,0.965,No,Yes,Clear,42,Low
VEN20496,Silverline Networks,Cloud/SaaS,Ireland,Low,46000.0,152200.0,2.3,No Access,Medium,72.5,Not Certified,1,0,0.924,No,Yes,Clear,123,Medium
VEN20497,Fulcrum Holdings 2,Financial Services,United Kingdom,Low,195400.0,503500.0,2.0,Limited,Medium,93.5,Both,0,1,0.985,No,Yes,Clear,57,Low
VEN20498,Nova Co.,Marketing & Media,Australia,Low,39800.0,60700.0,2.5,No Access,Medium,100.0,SOC2,0,1,0.95,Yes,Yes,Clear,246,Low
VEN20499,Summit Enterprises 2,Staffing,India,Medium,72400.0,127600.0,5.8,Limited,Medium,55.8,Both,0,0,0.947,No,Yes,Clear,34,Low
VEN20500,Bridgeline Networks,Cloud/SaaS,Germany,Low,67700.0,104300.0,0.2,No Access,Low,75.7,Both,0,1,0.913,Yes,Yes,Clear,430,Low
VEN20501,Crestview Solutions 2,Financial Services,India,Medium,88500.0,304700.0,0.2,Limited,Low,82.0,Not Certified,1,0,0.812,Yes,Yes,Clear,175,Medium
VEN20502,Trailhead Systems,IT Services,Mexico,Medium,341200.0,854200.0,5.3,Limited,Low,59.4,SOC2,0,0,0.985,No,Yes,Clear,412,Low
VEN20503,Brightline Consulting 4,Logistics,South Africa,Medium,15000.0,45800.0,1.6,Limited,Medium,63.2,Both,0,3,0.986,No,Yes,Clear,396,Medium
VEN20504,Ironwood Dynamics 3,Consulting,India,Medium,9000.0,27100.0,1.1,Limited,Low,65.7,Not Certified,0,1,0.911,No,Yes,Clear,302,Low
VEN20505,Ironwood Dynamics 4,Payment Processing,Germany,Low,11900.0,24900.0,1.2,No Access,Low,38.2,Both,1,0,0.93,Yes,Yes,Clear,351,Low
VEN20506,Bridgeline Co. 2,Facilities & Maintenance,Russia,High,48700.0,157200.0,4.9,Limited,High,81.2,Both,0,1,0.958,No,No,Clear,680,High
VEN20507,Momentum Systems 2,Staffing,Canada,Low,78500.0,177400.0,2.9,Limited,Low,71.4,ISO27001,0,0,0.883,No,Yes,Clear,224,Low
VEN20508,Redwood Enterprises 2,Payment Processing,United States,Low,128400.0,334600.0,0.2,Limited,Low,70.8,SOC2,1,1,0.984,No,Yes,Clear,123,Low
VEN20509,Fulcrum Holdings 3,Logistics,China,High,99000.0,73200.0,2.0,Limited,Medium,73.3,ISO27001,0,0,0.984,Yes,Yes,Clear,705,Medium
VEN20510,Vertex Global,Consulting,United Kingdom,Low,79800.0,180600.0,2.1,No Access,Low,75.6,Not Certified,0,0,0.992,Yes,Yes,Clear,53,Low
VEN20511,Vertex Solutions 3,Manufacturing,United States,Low,8500.0,17100.0,2.5,Limited,Medium,100.0,SOC2,0,2,0.996,No,Yes,Clear,52,Low
VEN20512,Horizon Global 2,Cloud/SaaS,Germany,Low,31600.0,54400.0,5.1,No Access,Low,74.7,Not Certified,0,1,0.828,Yes,Yes,Clear,327,Medium
VEN20513,Crestview Networks 2,Financial Services,Germany,Low,113400.0,282600.0,0.8,Full,Low,83.8,SOC2,1,0,0.973,No,Yes,Clear,271,Low
VEN20514,Outpost Industries,Facilities & Maintenance,Germany,Low,16000.0,21100.0,1.2,Limited,Medium,64.8,ISO27001,0,0,0.915,No,Yes,Clear,5,Low
VEN20515,Momentum Global 2,Marketing & Media,South Africa,Medium,38800.0,81800.0,1.1,No Access,Medium,77.1,Not Certified,0,0,1.0,No,Yes,Clear,445,Low
VEN20516,Brightline Partners 3,Marketing & Media,United Kingdom,Low,41100.0,20600.0,5.2,Limited,High,67.7,Both,0,0,1.0,No,Yes,Clear,251,Low
VEN20517,Lighthouse Enterprises,IT Services,United States,Low,121600.0,259500.0,2.6,No Access,Low,70.0,Not Certified,0,1,0.99,No,No,Clear,271,Low
VEN20518,Apex Partners,Marketing & Media,Canada,Low,24400.0,42900.0,8.3,Full,Medium,59.4,Not Certified,1,1,0.937,Yes,Yes,Clear,69,High
VEN20519,Nova Co. 2,Consulting,Nigeria,High,9600.0,35400.0,2.0,Full,Low,60.7,SOC2,0,0,1.0,Yes,Yes,Clear,92,Medium
